INDEX_RC;LOCAL_XI;SCALE_ALPHA;SHAPE_KAPPA;KOUT_1_THETA;KOUT_2_ETA
026080;-99,9;-99,9;-99,9;-99,9;-99,9
026081;-99,9;-99,9;-99,9;-99,9;-99,9
026082;-99,9;-99,9;-99,9;-99,9;-99,9
026083;-99,9;-99,9;-99,9;-99,9;-99,9
026084;-99,9;-99,9;-99,9;-99,9;-99,9
026085;-99,9;-99,9;-99,9;-99,9;-99,9
026086;-99,9;-99,9;-99,9;-99,9;-99,9
026087;-99,9;-99,9;-99,9;-99,9;-99,9
026088;-99,9;-99,9;-99,9;-99,9;-99,9
026089;-99,9;-99,9;-99,9;-99,9;-99,9
026090;-99,9;-99,9;-99,9;-99,9;-99,9
026091;-99,9;-99,9;-99,9;-99,9;-99,9
026092;-99,9;-99,9;-99,9;-99,9;-99,9
026093;-99,9;-99,9;-99,9;-99,9;-99,9
026094;-99,9;-99,9;-99,9;-99,9;-99,9
026095;-99,9;-99,9;-99,9;-99,9;-99,9
026096;-99,9;-99,9;-99,9;-99,9;-99,9
026097;-99,9;-99,9;-99,9;-99,9;-99,9
026098;-99,9;-99,9;-99,9;-99,9;-99,9
026099;-99,9;-99,9;-99,9;-99,9;-99,9
026100;-99,9;-99,9;-99,9;-99,9;-99,9
026101;-99,9;-99,9;-99,9;-99,9;-99,9
026102;-99,9;-99,9;-99,9;-99,9;-99,9
026103;-99,9;-99,9;-99,9;-99,9;-99,9
026104;-99,9;-99,9;-99,9;-99,9;-99,9
026105;-99,9;-99,9;-99,9;-99,9;-99,9
026106;-99,9;-99,9;-99,9;-99,9;-99,9
026107;-99,9;-99,9;-99,9;-99,9;-99,9
026108;-99,9;-99,9;-99,9;-99,9;-99,9
026109;-99,9;-99,9;-99,9;-99,9;-99,9
026110;-99,9;-99,9;-99,9;-99,9;-99,9
026111;-99,9;-99,9;-99,9;-99,9;-99,9
026112;-99,9;-99,9;-99,9;-99,9;-99,9
026113;-99,9;-99,9;-99,9;-99,9;-99,9
026114;-99,9;-99,9;-99,9;-99,9;-99,9
026115;-99,9;-99,9;-99,9;-99,9;-99,9
026116;-99,9;-99,9;-99,9;-99,9;-99,9
026117;-99,9;-99,9;-99,9;-99,9;-99,9
026118;-99,9;-99,9;-99,9;-99,9;-99,9
026119;-99,9;-99,9;-99,9;-99,9;-99,9
026120;-99,9;-99,9;-99,9;-99,9;-99,9
026121;-99,9;-99,9;-99,9;-99,9;-99,9
026122;-99,9;-99,9;-99,9;-99,9;-99,9
026123;-99,9;-99,9;-99,9;-99,9;-99,9
026124;-99,9;-99,9;-99,9;-99,9;-99,9
026125;-99,9;-99,9;-99,9;-99,9;-99,9
026126;-99,9;-99,9;-99,9;-99,9;-99,9
026127;-99,9;-99,9;-99,9;-99,9;-99,9
026128;-99,9;-99,9;-99,9;-99,9;-99,9
026129;-99,9;-99,9;-99,9;-99,9;-99,9
026130;-99,9;-99,9;-99,9;-99,9;-99,9
026131;-99,9;-99,9;-99,9;-99,9;-99,9
026132;-99,9;-99,9;-99,9;-99,9;-99,9
026133;-99,9;-99,9;-99,9;-99,9;-99,9
026134;-99,9;-99,9;-99,9;-99,9;-99,9
026135;-99,9;-99,9;-99,9;-99,9;-99,9
026136;-99,9;-99,9;-99,9;-99,9;-99,9
026137;-99,9;-99,9;-99,9;-99,9;-99,9
026138;-99,9;-99,9;-99,9;-99,9;-99,9
026139;-99,9;-99,9;-99,9;-99,9;-99,9
026140;-99,9;-99,9;-99,9;-99,9;-99,9
026141;-99,9;-99,9;-99,9;-99,9;-99,9
026142;-99,9;-99,9;-99,9;-99,9;-99,9
026143;-99,9;-99,9;-99,9;-99,9;-99,9
026144;-99,9;-99,9;-99,9;-99,9;-99,9
026145;-99,9;-99,9;-99,9;-99,9;-99,9
026146;-99,9;-99,9;-99,9;-99,9;-99,9
026147;-99,9;-99,9;-99,9;-99,9;-99,9
026148;-99,9;-99,9;-99,9;-99,9;-99,9
026149;-99,9;-99,9;-99,9;-99,9;-99,9
026150;-99,9;-99,9;-99,9;-99,9;-99,9
026151;-99,9;-99,9;-99,9;-99,9;-99,9
026152;-99,9;-99,9;-99,9;-99,9;-99,9
026153;-99,9;-99,9;-99,9;-99,9;-99,9
026154;-99,9;-99,9;-99,9;-99,9;-99,9
026155;-99,9;-99,9;-99,9;-99,9;-99,9
026156;-99,9;-99,9;-99,9;-99,9;-99,9
026157;-99,9;-99,9;-99,9;-99,9;-99,9
026158;-99,9;-99,9;-99,9;-99,9;-99,9
026159;-99,9;-99,9;-99,9;-99,9;-99,9
026160;-99,9;-99,9;-99,9;-99,9;-99,9
026161;-99,9;-99,9;-99,9;-99,9;-99,9
026162;-99,9;-99,9;-99,9;-99,9;-99,9
026163;-99,9;-99,9;-99,9;-99,9;-99,9
026164;-99,9;-99,9;-99,9;-99,9;-99,9
026165;-99,9;-99,9;-99,9;-99,9;-99,9
026166;-99,9;-99,9;-99,9;-99,9;-99,9
026167;-99,9;-99,9;-99,9;-99,9;-99,9
026168;-99,9;-99,9;-99,9;-99,9;-99,9
026169;-99,9;-99,9;-99,9;-99,9;-99,9
026170;-99,9;-99,9;-99,9;-99,9;-99,9
026171;-99,9;-99,9;-99,9;-99,9;-99,9
026172;-99,9;-99,9;-99,9;-99,9;-99,9
026173;-99,9;-99,9;-99,9;-99,9;-99,9
026174;-99,9;-99,9;-99,9;-99,9;-99,9
026175;-99,9;-99,9;-99,9;-99,9;-99,9
026176;-99,9;-99,9;-99,9;-99,9;-99,9
026177;-99,9;-99,9;-99,9;-99,9;-99,9
026178;-99,9;-99,9;-99,9;-99,9;-99,9
026179;-99,9;-99,9;-99,9;-99,9;-99,9
026180;-99,9;-99,9;-99,9;-99,9;-99,9
026181;-99,9;-99,9;-99,9;-99,9;-99,9
026182;-99,9;-99,9;-99,9;-99,9;-99,9
026183;-99,9;-99,9;-99,9;-99,9;-99,9
026184;-99,9;-99,9;-99,9;-99,9;-99,9
026185;-99,9;-99,9;-99,9;-99,9;-99,9
026186;-99,9;-99,9;-99,9;-99,9;-99,9
026187;-99,9;-99,9;-99,9;-99,9;-99,9
026188;-99,9;-99,9;-99,9;-99,9;-99,9
026189;-99,9;-99,9;-99,9;-99,9;-99,9
026190;-99,9;-99,9;-99,9;-99,9;-99,9
026191;-99,9;-99,9;-99,9;-99,9;-99,9
026192;-99,9;-99,9;-99,9;-99,9;-99,9
026193;-99,9;-99,9;-99,9;-99,9;-99,9
026194;-99,9;-99,9;-99,9;-99,9;-99,9
026195;-99,9;-99,9;-99,9;-99,9;-99,9
026196;-99,9;-99,9;-99,9;-99,9;-99,9
026197;-99,9;-99,9;-99,9;-99,9;-99,9
026198;-99,9;-99,9;-99,9;-99,9;-99,9
026199;-99,9;-99,9;-99,9;-99,9;-99,9
026200;-99,9;-99,9;-99,9;-99,9;-99,9
026201;-99,9;-99,9;-99,9;-99,9;-99,9
026202;-99,9;-99,9;-99,9;-99,9;-99,9
026203;-99,9;-99,9;-99,9;-99,9;-99,9
026204;-99,9;-99,9;-99,9;-99,9;-99,9
026205;-99,9;-99,9;-99,9;-99,9;-99,9
026206;-99,9;-99,9;-99,9;-99,9;-99,9
026207;-99,9;-99,9;-99,9;-99,9;-99,9
026208;-99,9;-99,9;-99,9;-99,9;-99,9
026209;-99,9;-99,9;-99,9;-99,9;-99,9
026210;-99,9;-99,9;-99,9;-99,9;-99,9
026211;-99,9;-99,9;-99,9;-99,9;-99,9
026212;-99,9;-99,9;-99,9;-99,9;-99,9
026213;-99,9;-99,9;-99,9;-99,9;-99,9
026214;-99,9;-99,9;-99,9;-99,9;-99,9
026215;-99,9;-99,9;-99,9;-99,9;-99,9
026216;-99,9;-99,9;-99,9;-99,9;-99,9
026217;-99,9;-99,9;-99,9;-99,9;-99,9
026218;-99,9;-99,9;-99,9;-99,9;-99,9
026219;-99,9;-99,9;-99,9;-99,9;-99,9
026220;-99,9;-99,9;-99,9;-99,9;-99,9
026221;-99,9;-99,9;-99,9;-99,9;-99,9
026222;-99,9;-99,9;-99,9;-99,9;-99,9
026223;-99,9;-99,9;-99,9;-99,9;-99,9
026224;-99,9;-99,9;-99,9;-99,9;-99,9
026225;-99,9;-99,9;-99,9;-99,9;-99,9
026226;-99,9;-99,9;-99,9;-99,9;-99,9
026227;-99,9;-99,9;-99,9;-99,9;-99,9
026228;-99,9;-99,9;-99,9;-99,9;-99,9
026229;-99,9;-99,9;-99,9;-99,9;-99,9
026230;-99,9;-99,9;-99,9;-99,9;-99,9
026231;-99,9;-99,9;-99,9;-99,9;-99,9
026232;-99,9;-99,9;-99,9;-99,9;-99,9
026233;-99,9;-99,9;-99,9;-99,9;-99,9
026234;-99,9;-99,9;-99,9;-99,9;-99,9
026235;-99,9;-99,9;-99,9;-99,9;-99,9
026236;-99,9;-99,9;-99,9;-99,9;-99,9
026237;-99,9;-99,9;-99,9;-99,9;-99,9
026238;-99,9;-99,9;-99,9;-99,9;-99,9
026239;-99,9;-99,9;-99,9;-99,9;-99,9
026240;-99,9;-99,9;-99,9;-99,9;-99,9
026241;-99,9;-99,9;-99,9;-99,9;-99,9
026242;-99,9;-99,9;-99,9;-99,9;-99,9
026243;-99,9;-99,9;-99,9;-99,9;-99,9
026244;-99,9;-99,9;-99,9;-99,9;-99,9
026245;-99,9;-99,9;-99,9;-99,9;-99,9
026246;-99,9;-99,9;-99,9;-99,9;-99,9
026247;-99,9;-99,9;-99,9;-99,9;-99,9
026248;-99,9;-99,9;-99,9;-99,9;-99,9
026249;-99,9;-99,9;-99,9;-99,9;-99,9
026250;-99,9;-99,9;-99,9;-99,9;-99,9
026251;-99,9;-99,9;-99,9;-99,9;-99,9
026252;-99,9;-99,9;-99,9;-99,9;-99,9
026253;-99,9;-99,9;-99,9;-99,9;-99,9
026254;-99,9;-99,9;-99,9;-99,9;-99,9
026255;-99,9;-99,9;-99,9;-99,9;-99,9
026256;-99,9;-99,9;-99,9;-99,9;-99,9
026257;-99,9;-99,9;-99,9;-99,9;-99,9
026258;-99,9;-99,9;-99,9;-99,9;-99,9
026259;-99,9;-99,9;-99,9;-99,9;-99,9
026260;-99,9;-99,9;-99,9;-99,9;-99,9
026261;-99,9;-99,9;-99,9;-99,9;-99,9
026262;-99,9;-99,9;-99,9;-99,9;-99,9
026263;-99,9;-99,9;-99,9;-99,9;-99,9
026264;-99,9;-99,9;-99,9;-99,9;-99,9
026265;-99,9;-99,9;-99,9;-99,9;-99,9
026266;-99,9;-99,9;-99,9;-99,9;-99,9
026267;-99,9;-99,9;-99,9;-99,9;-99,9
026268;-99,9;-99,9;-99,9;-99,9;-99,9
026269;-99,9;-99,9;-99,9;-99,9;-99,9
026270;-99,9;-99,9;-99,9;-99,9;-99,9
026271;-99,9;-99,9;-99,9;-99,9;-99,9
026272;-99,9;-99,9;-99,9;-99,9;-99,9
026273;-99,9;-99,9;-99,9;-99,9;-99,9
026274;-99,9;-99,9;-99,9;-99,9;-99,9
026275;-99,9;-99,9;-99,9;-99,9;-99,9
026276;-99,9;-99,9;-99,9;-99,9;-99,9
026277;-99,9;-99,9;-99,9;-99,9;-99,9
026278;-99,9;-99,9;-99,9;-99,9;-99,9
026279;-99,9;-99,9;-99,9;-99,9;-99,9
026280;-99,9;-99,9;-99,9;-99,9;-99,9
026281;-99,9;-99,9;-99,9;-99,9;-99,9
026282;-99,9;-99,9;-99,9;-99,9;-99,9
026283;-99,9;-99,9;-99,9;-99,9;-99,9
026284;-99,9;-99,9;-99,9;-99,9;-99,9
026285;-99,9;-99,9;-99,9;-99,9;-99,9
026286;-99,9;-99,9;-99,9;-99,9;-99,9
026287;-99,9;-99,9;-99,9;-99,9;-99,9
026288;-99,9;-99,9;-99,9;-99,9;-99,9
026289;-99,9;-99,9;-99,9;-99,9;-99,9
026290;-99,9;-99,9;-99,9;-99,9;-99,9
026291;-99,9;-99,9;-99,9;-99,9;-99,9
026292;-99,9;-99,9;-99,9;-99,9;-99,9
026293;-99,9;-99,9;-99,9;-99,9;-99,9
026294;-99,9;-99,9;-99,9;-99,9;-99,9
026295;-99,9;-99,9;-99,9;-99,9;-99,9
026296;-99,9;-99,9;-99,9;-99,9;-99,9
026297;-99,9;-99,9;-99,9;-99,9;-99,9
026298;-99,9;-99,9;-99,9;-99,9;-99,9
026299;-99,9;-99,9;-99,9;-99,9;-99,9
027000;-99,9;-99,9;-99,9;-99,9;-99,9
027001;-99,9;-99,9;-99,9;-99,9;-99,9
027002;-99,9;-99,9;-99,9;-99,9;-99,9
027003;-99,9;-99,9;-99,9;-99,9;-99,9
027004;-99,9;-99,9;-99,9;-99,9;-99,9
027005;-99,9;-99,9;-99,9;-99,9;-99,9
027006;-99,9;-99,9;-99,9;-99,9;-99,9
027007;-99,9;-99,9;-99,9;-99,9;-99,9
027008;-99,9;-99,9;-99,9;-99,9;-99,9
027009;-99,9;-99,9;-99,9;-99,9;-99,9
027010;-99,9;-99,9;-99,9;-99,9;-99,9
027011;-99,9;-99,9;-99,9;-99,9;-99,9
027012;-99,9;-99,9;-99,9;-99,9;-99,9
027013;-99,9;-99,9;-99,9;-99,9;-99,9
027014;-99,9;-99,9;-99,9;-99,9;-99,9
027015;-99,9;-99,9;-99,9;-99,9;-99,9
027016;-99,9;-99,9;-99,9;-99,9;-99,9
027017;-99,9;-99,9;-99,9;-99,9;-99,9
027018;-99,9;-99,9;-99,9;-99,9;-99,9
027019;-99,9;-99,9;-99,9;-99,9;-99,9
027020;-99,9;-99,9;-99,9;-99,9;-99,9
027021;-99,9;-99,9;-99,9;-99,9;-99,9
027022;-99,9;-99,9;-99,9;-99,9;-99,9
027023;-99,9;-99,9;-99,9;-99,9;-99,9
027024;-99,9;-99,9;-99,9;-99,9;-99,9
027025;-99,9;-99,9;-99,9;-99,9;-99,9
027026;-99,9;-99,9;-99,9;-99,9;-99,9
027027;-99,9;-99,9;-99,9;-99,9;-99,9
027028;-99,9;-99,9;-99,9;-99,9;-99,9
027029;-99,9;-99,9;-99,9;-99,9;-99,9
027030;-99,9;-99,9;-99,9;-99,9;-99,9
027031;-99,9;-99,9;-99,9;-99,9;-99,9
027032;-99,9;-99,9;-99,9;-99,9;-99,9
027033;-99,9;-99,9;-99,9;-99,9;-99,9
027034;-99,9;-99,9;-99,9;-99,9;-99,9
027035;-99,9;-99,9;-99,9;-99,9;-99,9
027036;-99,9;-99,9;-99,9;-99,9;-99,9
027037;-99,9;-99,9;-99,9;-99,9;-99,9
027038;-99,9;-99,9;-99,9;-99,9;-99,9
027039;-99,9;-99,9;-99,9;-99,9;-99,9
027040;-99,9;-99,9;-99,9;-99,9;-99,9
027041;-99,9;-99,9;-99,9;-99,9;-99,9
027042;-99,9;-99,9;-99,9;-99,9;-99,9
027043;-99,9;-99,9;-99,9;-99,9;-99,9
027044;-99,9;-99,9;-99,9;-99,9;-99,9
027045;-99,9;-99,9;-99,9;-99,9;-99,9
027046;-99,9;-99,9;-99,9;-99,9;-99,9
027047;-99,9;-99,9;-99,9;-99,9;-99,9
027048;-99,9;-99,9;-99,9;-99,9;-99,9
027049;-99,9;-99,9;-99,9;-99,9;-99,9
027050;-99,9;-99,9;-99,9;-99,9;-99,9
027051;-99,9;-99,9;-99,9;-99,9;-99,9
027052;-99,9;-99,9;-99,9;-99,9;-99,9
027053;-99,9;-99,9;-99,9;-99,9;-99,9
027054;-99,9;-99,9;-99,9;-99,9;-99,9
027055;-99,9;-99,9;-99,9;-99,9;-99,9
027056;-99,9;-99,9;-99,9;-99,9;-99,9
027057;-99,9;-99,9;-99,9;-99,9;-99,9
027058;-99,9;-99,9;-99,9;-99,9;-99,9
027059;-99,9;-99,9;-99,9;-99,9;-99,9
027060;-99,9;-99,9;-99,9;-99,9;-99,9
027061;-99,9;-99,9;-99,9;-99,9;-99,9
027062;-99,9;-99,9;-99,9;-99,9;-99,9
027063;-99,9;-99,9;-99,9;-99,9;-99,9
027064;-99,9;-99,9;-99,9;-99,9;-99,9
027065;-99,9;-99,9;-99,9;-99,9;-99,9
027066;-99,9;-99,9;-99,9;-99,9;-99,9
027067;-99,9;-99,9;-99,9;-99,9;-99,9
027068;-99,9;-99,9;-99,9;-99,9;-99,9
027069;-99,9;-99,9;-99,9;-99,9;-99,9
027070;-99,9;-99,9;-99,9;-99,9;-99,9
027071;-99,9;-99,9;-99,9;-99,9;-99,9
027072;-99,9;-99,9;-99,9;-99,9;-99,9
027073;-99,9;-99,9;-99,9;-99,9;-99,9
027074;-99,9;-99,9;-99,9;-99,9;-99,9
027075;-99,9;-99,9;-99,9;-99,9;-99,9
027076;-99,9;-99,9;-99,9;-99,9;-99,9
027077;-99,9;-99,9;-99,9;-99,9;-99,9
027078;-99,9;-99,9;-99,9;-99,9;-99,9
027079;-99,9;-99,9;-99,9;-99,9;-99,9
027080;-99,9;-99,9;-99,9;-99,9;-99,9
027081;-99,9;-99,9;-99,9;-99,9;-99,9
027082;-99,9;-99,9;-99,9;-99,9;-99,9
027083;-99,9;-99,9;-99,9;-99,9;-99,9
027084;-99,9;-99,9;-99,9;-99,9;-99,9
027085;-99,9;-99,9;-99,9;-99,9;-99,9
027086;-99,9;-99,9;-99,9;-99,9;-99,9
027087;-99,9;-99,9;-99,9;-99,9;-99,9
027088;-99,9;-99,9;-99,9;-99,9;-99,9
027089;-99,9;-99,9;-99,9;-99,9;-99,9
027090;-99,9;-99,9;-99,9;-99,9;-99,9
027091;-99,9;-99,9;-99,9;-99,9;-99,9
027092;-99,9;-99,9;-99,9;-99,9;-99,9
027093;-99,9;-99,9;-99,9;-99,9;-99,9
027094;-99,9;-99,9;-99,9;-99,9;-99,9
027095;-99,9;-99,9;-99,9;-99,9;-99,9
027096;-99,9;-99,9;-99,9;-99,9;-99,9
027097;-99,9;-99,9;-99,9;-99,9;-99,9
027098;-99,9;-99,9;-99,9;-99,9;-99,9
027099;-99,9;-99,9;-99,9;-99,9;-99,9
027100;-99,9;-99,9;-99,9;-99,9;-99,9
027101;-99,9;-99,9;-99,9;-99,9;-99,9
027102;-99,9;-99,9;-99,9;-99,9;-99,9
027103;-99,9;-99,9;-99,9;-99,9;-99,9
027104;-99,9;-99,9;-99,9;-99,9;-99,9
027105;-99,9;-99,9;-99,9;-99,9;-99,9
027106;-99,9;-99,9;-99,9;-99,9;-99,9
027107;-99,9;-99,9;-99,9;-99,9;-99,9
027108;-99,9;-99,9;-99,9;-99,9;-99,9
027109;-99,9;-99,9;-99,9;-99,9;-99,9
027110;-99,9;-99,9;-99,9;-99,9;-99,9
027111;-99,9;-99,9;-99,9;-99,9;-99,9
027112;-99,9;-99,9;-99,9;-99,9;-99,9
027113;-99,9;-99,9;-99,9;-99,9;-99,9
027114;-99,9;-99,9;-99,9;-99,9;-99,9
027115;-99,9;-99,9;-99,9;-99,9;-99,9
027116;-99,9;-99,9;-99,9;-99,9;-99,9
027117;-99,9;-99,9;-99,9;-99,9;-99,9
027118;-99,9;-99,9;-99,9;-99,9;-99,9
027119;-99,9;-99,9;-99,9;-99,9;-99,9
027120;-99,9;-99,9;-99,9;-99,9;-99,9
027121;-99,9;-99,9;-99,9;-99,9;-99,9
027122;-99,9;-99,9;-99,9;-99,9;-99,9
027123;-99,9;-99,9;-99,9;-99,9;-99,9
027124;-99,9;-99,9;-99,9;-99,9;-99,9
027125;-99,9;-99,9;-99,9;-99,9;-99,9
027126;-99,9;-99,9;-99,9;-99,9;-99,9
027127;-99,9;-99,9;-99,9;-99,9;-99,9
027128;-99,9;-99,9;-99,9;-99,9;-99,9
027129;-99,9;-99,9;-99,9;-99,9;-99,9
027130;-99,9;-99,9;-99,9;-99,9;-99,9
027131;-99,9;-99,9;-99,9;-99,9;-99,9
027132;-99,9;-99,9;-99,9;-99,9;-99,9
027133;-99,9;-99,9;-99,9;-99,9;-99,9
027134;-99,9;-99,9;-99,9;-99,9;-99,9
027135;-99,9;-99,9;-99,9;-99,9;-99,9
027136;-99,9;-99,9;-99,9;-99,9;-99,9
027137;-99,9;-99,9;-99,9;-99,9;-99,9
027138;-99,9;-99,9;-99,9;-99,9;-99,9
027139;-99,9;-99,9;-99,9;-99,9;-99,9
027140;-99,9;-99,9;-99,9;-99,9;-99,9
027141;-99,9;-99,9;-99,9;-99,9;-99,9
027142;-99,9;-99,9;-99,9;-99,9;-99,9
027143;-99,9;-99,9;-99,9;-99,9;-99,9
027144;-99,9;-99,9;-99,9;-99,9;-99,9
027145;-99,9;-99,9;-99,9;-99,9;-99,9
027146;-99,9;-99,9;-99,9;-99,9;-99,9
027147;-99,9;-99,9;-99,9;-99,9;-99,9
027148;-99,9;-99,9;-99,9;-99,9;-99,9
027149;-99,9;-99,9;-99,9;-99,9;-99,9
027150;-99,9;-99,9;-99,9;-99,9;-99,9
027151;-99,9;-99,9;-99,9;-99,9;-99,9
027152;-99,9;-99,9;-99,9;-99,9;-99,9
027153;-99,9;-99,9;-99,9;-99,9;-99,9
027154;-99,9;-99,9;-99,9;-99,9;-99,9
027155;-99,9;-99,9;-99,9;-99,9;-99,9
027156;-99,9;-99,9;-99,9;-99,9;-99,9
027157;-99,9;-99,9;-99,9;-99,9;-99,9
027158;-99,9;-99,9;-99,9;-99,9;-99,9
027159;-99,9;-99,9;-99,9;-99,9;-99,9
027160;-99,9;-99,9;-99,9;-99,9;-99,9
027161;-99,9;-99,9;-99,9;-99,9;-99,9
027162;-99,9;-99,9;-99,9;-99,9;-99,9
027163;-99,9;-99,9;-99,9;-99,9;-99,9
027164;-99,9;-99,9;-99,9;-99,9;-99,9
027165;-99,9;-99,9;-99,9;-99,9;-99,9
027166;-99,9;-99,9;-99,9;-99,9;-99,9
027167;-99,9;-99,9;-99,9;-99,9;-99,9
027168;-99,9;-99,9;-99,9;-99,9;-99,9
027169;-99,9;-99,9;-99,9;-99,9;-99,9
027170;-99,9;-99,9;-99,9;-99,9;-99,9
027171;-99,9;-99,9;-99,9;-99,9;-99,9
027172;-99,9;-99,9;-99,9;-99,9;-99,9
027173;-99,9;-99,9;-99,9;-99,9;-99,9
027174;-99,9;-99,9;-99,9;-99,9;-99,9
027175;-99,9;-99,9;-99,9;-99,9;-99,9
027176;-99,9;-99,9;-99,9;-99,9;-99,9
027177;-99,9;-99,9;-99,9;-99,9;-99,9
027178;-99,9;-99,9;-99,9;-99,9;-99,9
027179;-99,9;-99,9;-99,9;-99,9;-99,9
027180;-99,9;-99,9;-99,9;-99,9;-99,9
027181;-99,9;-99,9;-99,9;-99,9;-99,9
027182;-99,9;-99,9;-99,9;-99,9;-99,9
027183;-99,9;-99,9;-99,9;-99,9;-99,9
027184;-99,9;-99,9;-99,9;-99,9;-99,9
027185;-99,9;-99,9;-99,9;-99,9;-99,9
027186;-99,9;-99,9;-99,9;-99,9;-99,9
027187;-99,9;-99,9;-99,9;-99,9;-99,9
027188;-99,9;-99,9;-99,9;-99,9;-99,9
027189;-99,9;-99,9;-99,9;-99,9;-99,9
027190;-99,9;-99,9;-99,9;-99,9;-99,9
027191;-99,9;-99,9;-99,9;-99,9;-99,9
027192;-99,9;-99,9;-99,9;-99,9;-99,9
027193;-99,9;-99,9;-99,9;-99,9;-99,9
027194;-99,9;-99,9;-99,9;-99,9;-99,9
027195;-99,9;-99,9;-99,9;-99,9;-99,9
027196;-99,9;-99,9;-99,9;-99,9;-99,9
027197;-99,9;-99,9;-99,9;-99,9;-99,9
027198;-99,9;-99,9;-99,9;-99,9;-99,9
027199;-99,9;-99,9;-99,9;-99,9;-99,9
027200;-99,9;-99,9;-99,9;-99,9;-99,9
027201;-99,9;-99,9;-99,9;-99,9;-99,9
027202;-99,9;-99,9;-99,9;-99,9;-99,9
027203;-99,9;-99,9;-99,9;-99,9;-99,9
027204;-99,9;-99,9;-99,9;-99,9;-99,9
027205;-99,9;-99,9;-99,9;-99,9;-99,9
027206;-99,9;-99,9;-99,9;-99,9;-99,9
027207;-99,9;-99,9;-99,9;-99,9;-99,9
027208;-99,9;-99,9;-99,9;-99,9;-99,9
027209;-99,9;-99,9;-99,9;-99,9;-99,9
027210;-99,9;-99,9;-99,9;-99,9;-99,9
027211;-99,9;-99,9;-99,9;-99,9;-99,9
027212;-99,9;-99,9;-99,9;-99,9;-99,9
027213;-99,9;-99,9;-99,9;-99,9;-99,9
027214;-99,9;-99,9;-99,9;-99,9;-99,9
027215;-99,9;-99,9;-99,9;-99,9;-99,9
027216;-99,9;-99,9;-99,9;-99,9;-99,9
027217;-99,9;-99,9;-99,9;-99,9;-99,9
027218;-99,9;-99,9;-99,9;-99,9;-99,9
027219;-99,9;-99,9;-99,9;-99,9;-99,9
027220;-99,9;-99,9;-99,9;-99,9;-99,9
027221;-99,9;-99,9;-99,9;-99,9;-99,9
027222;-99,9;-99,9;-99,9;-99,9;-99,9
027223;-99,9;-99,9;-99,9;-99,9;-99,9
027224;-99,9;-99,9;-99,9;-99,9;-99,9
027225;-99,9;-99,9;-99,9;-99,9;-99,9
027226;-99,9;-99,9;-99,9;-99,9;-99,9
027227;-99,9;-99,9;-99,9;-99,9;-99,9
027228;-99,9;-99,9;-99,9;-99,9;-99,9
027229;-99,9;-99,9;-99,9;-99,9;-99,9
027230;-99,9;-99,9;-99,9;-99,9;-99,9
027231;-99,9;-99,9;-99,9;-99,9;-99,9
027232;-99,9;-99,9;-99,9;-99,9;-99,9
027233;-99,9;-99,9;-99,9;-99,9;-99,9
027234;-99,9;-99,9;-99,9;-99,9;-99,9
027235;-99,9;-99,9;-99,9;-99,9;-99,9
027236;-99,9;-99,9;-99,9;-99,9;-99,9
027237;-99,9;-99,9;-99,9;-99,9;-99,9
027238;-99,9;-99,9;-99,9;-99,9;-99,9
027239;-99,9;-99,9;-99,9;-99,9;-99,9
027240;-99,9;-99,9;-99,9;-99,9;-99,9
027241;-99,9;-99,9;-99,9;-99,9;-99,9
027242;-99,9;-99,9;-99,9;-99,9;-99,9
027243;-99,9;-99,9;-99,9;-99,9;-99,9
027244;-99,9;-99,9;-99,9;-99,9;-99,9
027245;-99,9;-99,9;-99,9;-99,9;-99,9
027246;-99,9;-99,9;-99,9;-99,9;-99,9
027247;-99,9;-99,9;-99,9;-99,9;-99,9
027248;-99,9;-99,9;-99,9;-99,9;-99,9
027249;-99,9;-99,9;-99,9;-99,9;-99,9
027250;-99,9;-99,9;-99,9;-99,9;-99,9
027251;-99,9;-99,9;-99,9;-99,9;-99,9
027252;-99,9;-99,9;-99,9;-99,9;-99,9
027253;-99,9;-99,9;-99,9;-99,9;-99,9
027254;-99,9;-99,9;-99,9;-99,9;-99,9
027255;-99,9;-99,9;-99,9;-99,9;-99,9
027256;-99,9;-99,9;-99,9;-99,9;-99,9
027257;-99,9;-99,9;-99,9;-99,9;-99,9
027258;-99,9;-99,9;-99,9;-99,9;-99,9
027259;-99,9;-99,9;-99,9;-99,9;-99,9
027260;-99,9;-99,9;-99,9;-99,9;-99,9
027261;-99,9;-99,9;-99,9;-99,9;-99,9
027262;-99,9;-99,9;-99,9;-99,9;-99,9
027263;-99,9;-99,9;-99,9;-99,9;-99,9
027264;-99,9;-99,9;-99,9;-99,9;-99,9
027265;-99,9;-99,9;-99,9;-99,9;-99,9
027266;-99,9;-99,9;-99,9;-99,9;-99,9
027267;-99,9;-99,9;-99,9;-99,9;-99,9
027268;-99,9;-99,9;-99,9;-99,9;-99,9
027269;-99,9;-99,9;-99,9;-99,9;-99,9
027270;-99,9;-99,9;-99,9;-99,9;-99,9
027271;-99,9;-99,9;-99,9;-99,9;-99,9
027272;-99,9;-99,9;-99,9;-99,9;-99,9
027273;-99,9;-99,9;-99,9;-99,9;-99,9
027274;-99,9;-99,9;-99,9;-99,9;-99,9
027275;-99,9;-99,9;-99,9;-99,9;-99,9
027276;-99,9;-99,9;-99,9;-99,9;-99,9
